Id,SalePrice
1461,123080.03
1462,163184.77
1463,185787.69
1464,202029.34
1465,180256.28
1466,172478.39
1467,180205.06
1468,163879.1
1469,176551.27
1470,124127.85
1471,180842.22
1472,95741.59
1473,102624.26
1474,152072.95
1475,121156.7
1476,401473.7
1477,252631.12
1478,287724.78
1479,260209.42
1480,546699.06
1481,348871.78
1482,207638.14
1483,172290.47
1484,170108.25
1485,182656.81
1486,192490.92
1487,354995.22
1488,231166.7
1489,203075.16
1490,233063.78
1491,189165.17
1492,94206.46
1493,186111.5
1494,292972.44
1495,292371.78
1496,246932.62
1497,177391.1
1498,163680.73
1499,161705.75
1500,159491.4
1501,182852.72
1502,154656.75
1503,268458.62
1504,243182.89
1505,225139.31
1506,190431.84
1507,248008.83
1508,193129.72
1509,161211.62
1510,149803.81
1511,150969.97
1512,166335.58
1513,140343.22
1514,160295.02
1515,181392.7
1516,140038.12
1517,160091.36
1518,131134.83
1519,227909.02
1520,137304.25
1521,136266.78
1522,163242.83
1523,114545.81
1524,124685.125
1525,121208.48
1526,117850.8
1527,106474.305
1528,126838.77
1529,152663.34
1530,175766.55
1531,104530.96
1532,93681.54
1533,155073.83
1534,106090.45
1535,151979.73
1536,108715.46
1537,72813.484
1538,146080.8
1539,187225.03
1540,87772.336
1541,140168.12
1542,141486.86
1543,193640.95
1544,78866.77
1545,115575.195
1546,139744.88
1547,139112.61
1548,129293.11
1549,117346.0
1550,138739.11
1551,109851.78
1552,150385.98
1553,146863.75
1554,116211.05
1555,176684.5
1556,98963.15
1557,114799.09
1558,100510.39
1559,83728.38
1560,127809.945
1561,139299.66
1562,129679.51
1563,123217.445
1564,154511.53
1565,150366.33
1566,240402.89
1567,68001.92
1568,229890.48
1569,128467.4
1570,138427.08
1571,113791.49
1572,145956.03
1573,234854.78
1574,115261.59
1575,222079.0
1576,246882.0
1577,181062.08
1578,137683.84
1579,142866.08
1580,186944.2
1581,154664.56
1582,130755.195
1583,312718.78
1584,238516.81
1585,142212.89
1586,70642.1
1587,104927.08
1588,155739.58
1589,97388.164
1590,131103.58
1591,96023.14
1592,107424.08
1593,121323.664
1594,123543.26
1595,116130.836
1596,222138.94
1597,179485.38
1598,206132.34
1599,180171.38
1600,166251.2
1601,65935.03
1602,119386.78
1603,77951.5
1604,260471.86
1605,226950.56
1606,165328.95
1607,171363.8
1608,218663.28
1609,195268.06
1610,158977.36
1611,140629.0
1612,170455.94
1613,171298.28
1614,128783.14
1615,88899.516
1616,75154.24
1617,94109.03
1618,121447.875
1619,144046.06
1620,164647.48
1621,138013.44
1622,142126.39
1623,279180.53
1624,218120.72
1625,118251.14
1626,160909.66
1627,185838.38
1628,273159.97
1629,179057.8
1630,349229.62
1631,209116.86
1632,233965.7
1633,171988.08
1634,194845.23
1635,177904.1
1636,154929.55
1637,190070.42
1638,186083.28
1639,185834.83
1640,258246.5
1641,172895.53
1642,237353.66
1643,225347.03
1644,238316.95
1645,206370.94
1646,164218.28
1647,151616.08
1648,133030.58
1649,139583.58
1650,114155.51
1651,115326.8
1652,99660.13
1653,101665.91
1654,147221.2
1655,150664.75
1656,144432.73
1657,147733.84
1658,145511.14
1659,125943.67
1660,158648.7
1661,469380.3
1662,400157.22
1663,392914.0
1664,411338.25
1665,326731.97
1666,335069.25
1667,377183.38
1668,337291.06
1669,303225.2
1670,362159.88
1671,263207.9
1672,474693.6
1673,292911.8
1674,242689.64
1675,189679.11
1676,195446.92
1677,229691.72
1678,461357.28
1679,394256.28
1680,367059.53
1681,258693.16
1682,311137.1
1683,179736.33
1684,174236.3
1685,169818.27
1686,165492.22
1687,164896.55
1688,192688.38
1689,195562.14
1690,188290.44
