Id,SalePrice
1461,97897.04889595581
1462,158439.1993339638
1463,168943.95647202173
1464,192535.44975933383
1465,232782.67361514864
1466,165907.10052602386
1467,181998.1800381929
1468,164590.4352823126
1469,182038.47151920147
1470,111369.72411054917
1471,184342.43987453767
1472,81942.0932891017
1473,85746.02468996671
1474,144547.33052337926
1475,98643.53234174829
1476,350830.1908418321
1477,265004.30998527457
1478,320207.75588776416
1479,299030.3932049382
1480,440737.94357578014
1481,306367.0759898444
1482,236300.7764874039
1483,169532.53712833254
1484,181781.92583133664
1485,200987.87133817514
1486,197953.5176587103
1487,318769.721091031
1488,225928.19330560078
1489,203029.4015113677
1490,236686.93692836456
1491,197540.910501416
1492,94350.9089761469
1493,209008.59062639234
1494,314569.54210523755
1495,293175.9975065404
1496,243427.34709975368
1497,177778.81905886665
1498,170742.57020905003
1499,166251.92967928745
1500,170640.62757179534
1501,206029.60935215172
1502,163715.3249176666
1503,270195.72342971875
1504,231247.48639371872
1505,223435.29557435523
1506,198241.32653165594
1507,233230.47496077773
1508,189200.45452155394
1509,162807.82418750122
1510,143950.0628164076
1511,144199.82473042872
1512,179039.44799988833
1513,146960.8697637758
1514,150418.46453774185
1515,215254.24551685838
1516,140713.19088520267
1517,162946.8226031056
1518,115290.48689059675
1519,207917.34122198046
1520,128898.08671980925
1521,121906.50926081123
1522,175198.4574335637
1523,99910.68625546334
1524,124782.76121499474
1525,102040.26686390254
1526,96060.26082405128
1527,100507.55981587718
1528,138042.75651188684
1529,130702.17590125914
1530,188085.13688904396
1531,157137.6289340335
1532,87190.26082128045
1533,145726.87817976408
1534,132965.62137985515
1535,151799.89165420152
1536,100395.7543495768
1537,44499.444472641655
1538,163167.86975519187
1539,211138.30882884527
1540,127875.93827825304
1541,131031.43586854034
1542,151835.80985985935
1543,186284.65681887438
1544,79999.37899305808
1545,118032.96190227382
1546,138211.13664116286
1547,140450.29040791368
1548,124516.84677509594
1549,112527.62072889876
1550,142547.48834233146
1551,116732.90962589948
1552,143338.49462835054
1553,146713.93747688195
1554,115265.075728338
1555,170771.7129302481
1556,104766.51894751405
1557,121729.19659862532
1558,105642.3998590715
1559,77497.69584667806
1560,130396.79185542383
1561,134989.05836552745
1562,127067.42752524791
1563,109699.66165486127
1564,154606.90642095768
1565,129329.58404665148
1566,227218.7547498784
1567,66844.879547825
1568,251412.11921517437
1569,137172.31737690273
1570,137843.2264492421
1571,105852.17719469678
1572,136012.3064147878
1573,210855.11877007363
1574,111895.91089456218
1575,225573.2383084628
1576,249045.48758057095
1577,180821.0398318201
1578,161887.17407378042
1579,148991.2760202603
1580,187086.49341791667
1581,166017.5690559164
1582,136203.15973578658
1583,282960.9033046976
1584,222314.8433291466
1585,160910.72007910255
1586,37301.322723560574
1587,102247.69302658479
1588,156588.81021271908
1589,118072.41656395861
1590,139163.8830319923
1591,93097.08002560929
1592,128906.36124199087
1593,128510.93274343428
1594,128136.14217271186
1595,110634.10955065745
1596,229755.97453473444
1597,193470.18590626892
1598,203446.26052072627
1599,186141.42788748574
1600,178244.1825045687
1601,35470.469048784435
1602,120062.05228286378
1603,101202.93144255041
1604,255526.5069180631
1605,223471.32735436858
1606,174831.7138940411
1607,156376.65973313522
1608,217878.91375445778
1609,207070.69070809998
1610,164349.69935735397
1611,127753.29262832139
1612,161185.69915833927
1613,154080.00583827336
1614,122166.45483855458
1615,74870.63705729967
1616,59221.798535151334
1617,78463.55068804866
1618,113602.17497850172
1619,143735.67476583476
1620,143316.4428236474
1621,127016.75308922504
1622,153730.19612092068
1623,239549.08880739013
1624,213812.79312279157
1625,96689.36782120285
1626,177382.72927451687
1627,184810.97277741408
1628,264248.2167000857
1629,182041.20089922662
1630,342684.73701630137
1631,231660.55746691197
1632,259805.34610363198
1633,181979.90126638452
1634,188047.013992553
1635,184183.3329852276
1636,151869.08495627466
1637,184089.30000957477
1638,209241.35508770507
1639,183806.64876173454
1640,248274.27811437903
1641,181321.034296591
1642,251831.0984085915
1643,225818.801877866
1644,227607.09425431685
1645,251778.04464618105
1646,169992.75672436925
1647,155605.53038884647
1648,109653.26739419161
1649,131846.61759015528
1650,125152.3647501865
1651,115465.83788314956
1652,92097.25379016166
1653,94094.05550556513
1654,150438.0127007933
1655,135784.25731513643
1656,130870.94956835176
1657,146222.1242257484
1658,149694.37267675786
1659,109599.48321154426
1660,142451.95856139486
1661,411388.3028928294
1662,361308.947119382
1663,359906.885617726
1664,431575.74065439997
1665,313139.34052689996
1666,313300.66691209003
1667,356394.7814256819
1668,341512.03625392204
1669,297865.2887793709
1670,345494.97996779496
1671,290310.14726861456
1672,390423.19229929114
1673,288692.3224243178
1674,257092.73238419165
1675,234755.66007577284
1676,221493.2895163391
1677,242237.05301499102
1678,422231.3867131928
1679,353228.5072868079
1680,344532.5030244844
1681,298796.3835692777
1682,305026.4772216962
1683,217235.55894598426
1684,191262.62997149065
1685,187510.73681122577
1686,188663.7315757107
1687,182815.0744911056
1688,199097.31391000596
1689,200395.46954511723
1690,209785.21858931656
1691,194013.2874351568
1692,249911.0797365314
1693,189347.48236180132
1694,180652.00397889243
1695,166985.03018155956
1696,273589.57222295017
1697,169975.064040595
1698,330614.5275983664
1699,342502.9988142337
1700,276513.5054603616
1701,281842.4344926325
1702,240714.29226060846
1703,254106.71404981986
1704,259751.98762872204
1705,243003.67926482693
1706,337319.3275975371
1707,218410.13993622377
1708,211642.54913832733
1709,240297.86587727495
1710,216432.12674389986
1711,259507.3554821894
1712,269911.9741533359
1713,270909.7609722059
1714,216605.03456922888
1715,204812.76756727873
1716,179363.66886719147
1717,179423.265545404
1718,130031.2627265236
1719,193650.0547574595
1720,223892.71718158803
1721,160558.2815169312
1722,115155.59188202511
1723,153734.46744836838
1724,214205.8603344649
1725,235012.90280222066
1726,187044.36000744105
1727,167485.8443316621
1728,182188.62300425622
1729,172621.5752800975
1730,156268.16799994843
1731,118692.52267498872
1732,109424.01578964878
1733,97556.2403992644
1734,94984.60940301942
1735,123118.6687340979
1736,93723.46458886133
1737,293743.65801730496
1738,265535.6600335054
1739,252886.48787471306
1740,226029.4503739248
1741,201224.5345470615
1742,190920.20268210844
1743,203293.80265801382
1744,306996.8115948165
1745,219580.85909054335
1746,222122.82688368368
1747,232439.89214064198
1748,230674.72488249105
1749,156383.21444851387
1750,139682.81733106534
1751,243769.29557178245
1752,105018.87805069814
1753,138941.43654451123
1754,202945.90244689008
1755,191793.12418086716
1756,142930.66833420924
1757,116086.86433859728
1758,148980.10300103395
1759,161815.841694569
1760,158095.72117845016
1761,143524.57561098208
1762,167968.4980576625
1763,195412.9639933732
1764,100092.56431842863
1765,154284.64187119127
1766,179273.99280060682
1767,213022.89469606645
1768,144375.95379671332
1769,161759.5667460856
1770,158938.94898364987
1771,108123.49779016589
1772,132173.2789846299
1773,118826.6291155036
1774,147009.05668457114
1775,146513.19813168532
1776,129712.69068943145
1777,119557.76536261734
1778,143927.60411289148
1779,123345.50963960355
1780,163670.8253175337
1781,127355.79934200783
1782,65900.22971345915
1783,142970.0805098124
1784,115811.5841439805
1785,133901.34528154408
1786,125301.57899179208
1787,179698.9817578143
1788,58829.81498601136
1789,103675.43806685356
1790,62721.49515509547
1791,180284.65999316867
1792,153486.92880606384
1793,129122.22715592744
1794,171186.01988021168
1795,125060.39061263614
1796,142619.25115257048
1797,122536.44953463245
1798,113247.79309389266
1799,102966.90140224584
1800,132737.75601748662
1801,115570.31361977065
1802,131045.34053834797
1803,154360.55556707765
1804,137384.23776820282
1805,142541.80718637526
1806,122183.0099677633
1807,157032.73805081198
1808,140456.56486770592
