Id,SalePrice
1461,124708.95
1462,156772.8
1463,192366.19
1464,201877.67
1465,193092.1
1466,171269.33
1467,163234.89
1468,167367.81
1469,175472.2
1470,126200
1471,194616.23
1472,101791.36
1473,107650.766
1474,142174.7
1475,109855.37
1476,372158.66
1477,260230.94
1478,294001.8
1479,317962.34
1480,515975.6
1481,313461.1
1482,204170.98
1483,173578.31
1484,173550.28
1485,172374.78
1486,199259.05
1487,330050.66
1488,240566.5
1489,203918.3
1490,258242.55
1491,187238.9
1492,78033.266
1493,192616.03
1494,293243.75
1495,291567.38
1496,249689.88
1497,161924.47
1498,160526.19
1499,164971
1500,155449.97
1501,186978.86
1502,156483.67
1503,296712.6
1504,239569.42
1505,229594.81
1506,185736.27
1507,240943.67
1508,196124.81
1509,157948.33
1510,141532.2
1511,154557.05
1512,175792.81
1513,149382.88
1514,152153.84
1515,198621.94
1516,141679.98
1517,159419.52
1518,122133.76
1519,229849.45
1520,133827.61
1521,131281.75
1522,166534.56
1523,112016.23
1524,116846.85
1525,118823.78
1526,115624.25
1527,114115.78
1528,130708.57
1529,157023.69
1530,174579.3
1531,118167.07
1532,97169.15
1533,147580.55
1534,122278.08
1535,147137.83
1536,111060.57
1537,76048.31
1538,151284.25
1539,199652.48
1540,94092.9
1541,132580.16
1542,145584.42
1543,179032.6
1544,88951.59
1545,122315.17
1546,138114.48
1547,134927.19
1548,133930.77
1549,131175.3
1550,145806.12
1551,109274.02
1552,154607.5
1553,166775.25
1554,122359.38
1555,167144.56
1556,82451.695
1557,109567.82
1558,99272.3
1559,86349.76
1560,125963.78
1561,131277.19
1562,121256.79
1563,121867.06
1564,163029.75
1565,145320.64
1566,240962.27
1567,71060.74
1568,237928.27
1569,138095.95
1570,147888.42
1571,116669.44
1572,143418.36
1573,240823.94
1574,127142.7
1575,262910.88
1576,257204.78
1577,184998.62
1578,141800.27
1579,149050.62
1580,189343.2
1581,148325.05
1582,119508.35
1583,295901.4
1584,224175.95
1585,144751.75
1586,57365.3
1587,96752.195
1588,145352.92
1589,112143.266
1590,126195.17
1591,101982.47
1592,116250.81
1593,128915.07
1594,130837.83
1595,126122.04
1596,228652.69
1597,199364.83
1598,189975.45
1599,198853.48
1600,180965.95
1601,62042.887
1602,127758.19
1603,85932.33
1604,263769.88
1605,247242.55
1606,168568.66
1607,172616.97
1608,216005.75
1609,191272.7
1610,157407.14
1611,127835.97
1612,168097.16
1613,164518.38
1614,126139.805
1615,96654.8
1616,76166.05
1617,97954.33
1618,125943.68
1619,139612.89
1620,225173.34
1621,134921.11
1622,142833.53
1623,267015.28
1624,224637.72
1625,123462.945
1626,173353
1627,196359.9
1628,276051
1629,180345.75
1630,352587.03
1631,218288.7
1632,228594.23
1633,181416.45
1634,192638.77
1635,176418.62
1636,151559.67
1637,195807.75
1638,191462.06
1639,183801.69
1640,238160.86
1641,173107.02
1642,243556
1643,215437.31
1644,234669.39
1645,206597.16
1646,159770.73
1647,152231.05
1648,125047.83
1649,144634.9
1650,109342.695
1651,115436.805
1652,98184.43
1653,105547.52
1654,141631.9
1655,132598.06
1656,143775.3
1657,146973.89
1658,154608.66
1659,119678.18
1660,168551.72
1661,502486.8
1662,384228.78
1663,366215.22
1664,512771.22
1665,310716.75
1666,325509.7
1667,374084.38
